question_id,topic,component,subtopic,question_type,difficulty,priority,active,tags,source_ref,version,subtopic_code,id_prefix,next_seq,prompt,option_a,option_b,option_c,option_d,option_e,correct_option,explanation
MCQ_IHT_REQ_DOMICILE_008,Inheritance tax,requirements,Deemed domicile (IHT vs CGT/IT),mcq_radio,3,core,Y,iht|trigger_time,image_notes,1,DOMICILE,MCQ_IHT_REQ_DOMICILE,8,At what point is IHT deemed domicile tested?,At end of tax year only,At date of disposal for CGT,At the time the transfer is made,At 5 April before transfer,,C,The note states deemed domicile for IHT is tested at the time the transfer is made.
MCQ_ITNIC_CALC_DISALLOW_001,Income tax & NIC,calculations,Disallowable trading expenses,mcq_radio,3,core,Y,disallowable;drawings,assistant_generated,1,DISALLOW,MCQ_ITNIC_CALC_DISALLOW,1,"A sole trader withdraws £1,200 from the business bank account for personal living costs. How is this treated for trading profit purposes?",Allowable because cash left the business account,Allowable is cash basis used,Disallowable (it is drawings),"Partially allowable if under £2,000",Allowable if owner is taxed on profits,C,"Drawings are personal withdrawals, not incurred wholly and exclusively for trade."
MCQ_ITNIC_CALC_DISALLOW_002,Income tax & NIC,calculations,Disallowable trading expenses,mcq_radio,3,core,Y,disallowable;wages,assistant_generated,1,DISALLOW,MCQ_ITNIC_CALC_DISALLOW,2,"A trader pays a family member £30,000 for work worth £12,000 at market rate. Which amount is disallowable?",Nothing is disallowable because wages are always deductible,"The full £30,000 is disallowable","Only £12,000 is disallowable","The excess £18,000 is disallowable",The payment less gross employer's NICs ,D,Only the non-commercial excess is disallowable; commercially justified pay is allowable.
MCQ_ITNIC_CALC_DISALLOW_003,Income tax & NIC,calculations,Disallowable trading expenses,mcq_radio,3,core,Y,disallowable;capital,assistant_generated,1,DISALLOW,MCQ_ITNIC_CALC_DISALLOW,3,"A business installs an entirely new heating system in its premises. For trading profit, this cost is generally:",Allowable as routine repair and maintenance expense,Allowable as a revenue expenditure,Disallowable as capital expenditure,Allowable if paid in cash,Allowable if invoiced in tax year ,C,"A new system is generally capital in nature, so not deductible as a revenue trading expense."
MCQ_ITNIC_CALC_DISALLOW_004,Income tax & NIC,calculations,Disallowable trading expenses,mcq_radio,3,core,Y,disallowable;donations,assistant_generated,1,DISALLOW,MCQ_ITNIC_CALC_DISALLOW,4,A business makes a donation to a political party. Is this deductible in trading profit?,"Yes, if it may indirectly benefit trade","No, it is disallowable","Yes, if within last 2 tax years","Yes, if below small amount threshold (lower of £3000 or 5% donation)","Yes, if approved by shareholders",B,Political donations are specifically disallowable.
MCQ_ITNIC_CALC_DISALLOW_005,Income tax & NIC,calculations,Disallowable trading expenses,mcq_radio,3,core,Y,disallowable;medical,assistant_generated,1,DISALLOW,MCQ_ITNIC_CALC_DISALLOW,5,A sole trader pays personal private medical costs from the business account. What is the treatment for trading profits?,Disallowable (private/personal expense),Partially allowable at 50%,Allowable to a cap of £500,Allowable if trader works full-time,Allowable if reimbursed later,A,Private medical costs are personal and fail the wholly and exclusively test. £500 is the cap of on medical expenses taxable benefit exemption.
MCQ_ITNIC_CALC_DISALLOW_006,Income tax & NIC,calculations,Disallowable trading expenses,mcq_radio,3,core,Y,disallowable;bad_debt,assistant_generated,1,DISALLOW,MCQ_ITNIC_CALC_DISALLOW,6,"A trader writes off a personal loan made to a friend, unrelated to trade. This write-off is:",Allowable as bad debt,Disallowable (non-trade debt),Allowable if irrecoverable,Allowable if journaled at year end,Allowable if the debtor is a customer in good standing,B,Relief is generally for trade debts; non-trade debts are disallowable.
MCQ_ITNIC_CALC_DISALLOW_007,Income tax & NIC,calculations,Disallowable trading expenses,mcq_radio,3,core,Y,disallowable;provision,assistant_generated,1,DISALLOW,MCQ_ITNIC_CALC_DISALLOW,7,"At year end, a trader using the accruals basis increases a general bad debt provision from £12570 to £17570. What amount is deductible from this year's accounting profit?","£17750, all bad debt provisions are allowable",12570,"£0, bad debt provisions are always disallowable","£5000, the increase in bad debt provision",Allowances for bad debt provisions only apply to traders using the cash basis.,D,The increase is disallowed 
MCQ_ITNIC_CALC_DISALLOW_008,Income tax & NIC,calculations,Disallowable trading expenses,mcq_radio,3,core,Y,disallowable;entertaining,assistant_generated,1,DISALLOW,MCQ_ITNIC_CALC_DISALLOW,8,"A trader takes clients to dinner and his employees to a sports event, both for trading purposes and costing £500. How should these be treated in the adjustment to accounting profit calculation?",Both are fully allowable because they are wholly business motivated,Only the client entertaining is allowable,Only the staff entertaining is allowable,Both are allowable to a cap of cost per head is less than £50,Only the client entertaining is allowable at the cap of £50/head,C,"Business entertaining of customers is specifically disallowable. Staff entertaining is allowbale. The £50 refers to caps on gifts: <£50, logo, not food, alcohol, tobacco, vouchers"
MCQ_ITNIC_CALC_DISALLOW_009,Income tax & NIC,calculations,Disallowable trading expenses,mcq_radio,3,core,Y,disallowable;mixed_test,assistant_generated,1,DISALLOW,MCQ_ITNIC_CALC_DISALLOW,9,"A trader makes two charitable donations: one to a local charity, another to Unicef. How should these be treated in the adjustment to accounting profit calculation",Both charitable donations are allowable,Both charitable donations are allowable up to a value of 10% taxable trading profits,Only UNICEF - only donations to large or medium sized charities are allowable,"Neither, charitable donations are only exempt in the corporation tax calculation",Only the local charity expense is allowable,E,Donations to local charities are allowbale
MCQ_ITNIC_DEF_BADGES_001,Income tax & NIC,definitions,Badges of trade,mcq_radio,3,core,Y,badges;profit_motive,assistant_generated,1,BADGES,MCQ_ITNIC_DEF_BADGES,1,Which badge of trade focuses on whether there is an intention to make a profit?,The source of finance,Profit-seeking motive,Method of acquisition,Interval between purchase and sale,Number of transactions,B,Profit-seeking motive tests whether the transaction was entered into with an intention to make profit.
MCQ_ITNIC_DEF_BADGES_002,Income tax & NIC,definitions,Badges of trade,mcq_radio,3,core,Y,badges;transactions,assistant_generated,1,BADGES,MCQ_ITNIC_DEF_BADGES,2,Repeated and systematic buying and selling most strongly indicates which badge of trade?,Supplementary work and marketing,Method of acquisition,Number of transactions,Existence of similar trading transactions,Profit-seeking motive,C,A high number of repeated transactions points toward trading activity rather than a one-off investment disposal.
MCQ_ITNIC_DEF_BADGES_003,Income tax & NIC,definitions,Badges of trade,mcq_radio,3,core,Y,badges;similar_transactions,assistant_generated,1,BADGES,MCQ_ITNIC_DEF_BADGES,3,Which badge asks whether the transaction resembles a person's existing trade activities?,Existence of similar trading transactions or interests,Profit-seeking motive,Source of finance,Method of acquisition,Interval between purchase and sale,A,"If the transaction is similar to pre-existing trading activity, that similarity supports a trading classification."
MCQ_ITNIC_DEF_BADGES_004,Income tax & NIC,definitions,Badges of trade,mcq_radio,3,core,Y,badges;interval,assistant_generated,1,BADGES,MCQ_ITNIC_DEF_BADGES,4,A very short period between purchase and sale most strongly supports which badge of trade?,Method of acquisition,Profit-seeking motive,Interval between purchase and sale,Source of finance,Supplementary work and marketing,C,Quick turnover of an asset is more consistent with trading than long-term investment holding.
MCQ_ITNIC_DEF_BADGES_005,Income tax & NIC,definitions,Badges of trade,mcq_radio,3,core,Y,badges;acquisition,assistant_generated,1,BADGES,MCQ_ITNIC_DEF_BADGES,5,Receiving an asset by gift or inheritance usually points against trade under which badge?,Method of acquisition,Number of transactions,Source of finance,Existence of similar trading transactions,Interval between purchase and sale,A,"Where acquisition is by gift or inheritance, it is less likely the asset was obtained for trading."
MCQ_ITNIC_DEF_BADGES_006,Income tax & NIC,definitions,Badges of trade,mcq_radio,3,core,Y,badges;purpose_recall,assistant_generated,1,BADGES,MCQ_ITNIC_DEF_BADGES,6,Which option correctly matches badge and purpose?,Method of acquisition: checks whether sale happened quickly,Interval between purchase and sale: checks if funding was borrowed,Number of transactions: checks if asset was inherited,Source of finance: checks whether borrowed funds suggest trade,Profit-seeking motive: checks if work was done to improve asset,D,The source of finance badge considers whether financing (for example borrowing) suggests a trade-like transaction.
MCQ_ITNIC_DEF_BADGES_007,Income tax & NIC,definitions,Badges of trade,mcq_radio,3,core,Y,badges;supplementary_work,assistant_generated,1,BADGES,MCQ_ITNIC_DEF_BADGES,7,A person improves an asset and actively markets it to buyers before sale. Which badge does this support?,Source of finance,Supplementary work and marketing,Method of acquisition,Interval between purchase and sale,Number of transactions,D,Supplementary work and active marketing suggest a trading approach to generate profit.
MCQ_ITNIC_DEF_BADGES_008,Income tax & NIC,definitions,Badges of trade,mcq_radio,3,core,Y,badges;finance,assistant_generated,1,BADGES,MCQ_ITNIC_DEF_BADGES,8,Which badge is most directly indicated where money is borrowed to acquire an asset for resale?,Method of acquisition,Number of transactions,Supplementary work and marketing,Existence of similar transactions,Source of finance,E,"Borrowing to fund purchase can indicate a commercial, trade-like motive."
MCQ_FR_FILE_TAXDEAD_001,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,1,What is the filing date for paper self-assessment returns?,31 October after end of tax year,31 January after end of tax year,5 October after end of tax year,13 March - 3 months from notice date because it's after the October/January deadline,31 January (or 31 October if paper),A,31 October after end of tax year
MCQ_FR_FILE_TAXDEAD_002,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,2,What is the filing date for electronic self-assessment returns?,5 October after end of tax year,13 March - 3 months from notice date because it's after the October/January deadline,31 January (or 31 October if paper),Tax the difference and NIC at the marignal rate,31 January after end of tax year,E,31 January after end of tax year
MCQ_FR_FILE_TAXDEAD_003,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,3,What date must an individual notify HMRC of chargeability to income tax and CGT?,31 January (or 31 October if paper),Tax the difference and NIC at the marignal rate,13 March Year 2 - 12 months from due filing date,5 October after end of tax year,13 March - 3 months from notice date because it's after the October/January deadline,D,5 October after end of tax year
MCQ_FR_FILE_TAXDEAD_004,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,4,HMRC issued a notice on 14 December requiring the taxpayer to file - what is the filing date?,13 March Year 2 - 12 months from due filing date,Within 12 months of the due filing date (i.e. 31 January Year 2),13 March - 3 months from notice date because it's after the October/January deadline,31 January (or 31 October if paper),Tax the difference and NIC at the marignal rate,C,13 March - 3 months from notice date because it's after the October/January deadline
MCQ_FR_FILE_TAXDEAD_005,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,5,HMRC issued a notice on 16 May requiring the taxpayer to file - what is the filing date?,11 January - within 9 months from the actual filing date,31 January (or 31 October if paper),Tax the difference and NIC at the marignal rate,13 March Year 2 - 12 months from due filing date,Within 12 months of the due filing date (i.e. 31 January Year 2),B,31 January (or 31 October if paper)
MCQ_FR_FILE_TAXDEAD_006,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,6,A sole trader has made an error on his tax return - how do you calculate the PLR?,Tax the difference and NIC at the marignal rate,13 March Year 2 - 12 months from due filing date,Within 12 months of the due filing date (i.e. 31 January Year 2),11 January - within 9 months from the actual filing date,31 January during tax year and 31 July following tax year,A,Tax the difference and NIC at the marignal rate
MCQ_FR_FILE_TAXDEAD_007,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,7,HMRC issued a notice on 14 December - what is the deadline for the taxpayer to make an amendment?,Within 12 months of the due filing date (i.e. 31 January Year 2),11 January - within 9 months from the actual filing date,31 January during tax year and 31 July following tax year,31 January following end of the tax year,13 March Year 2 - 12 months from due filing date,E,13 March Year 2 - 12 months from due filing date
MCQ_FR_FILE_TAXDEAD_008,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,8,What is the standard deadline for the taxpayer to make an amendment?,31 January during tax year and 31 July following tax year,31 January following end of the tax year,60 days of completion of the disposal,Within 12 months of the due filing date (i.e. 31 January Year 2),11 January - within 9 months from the actual filing date,D,Within 12 months of the due filing date (i.e. 31 January Year 2)
MCQ_FR_FILE_TAXDEAD_009,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,9,The return was actually filed on 11 April - what is the deadline for HMRC to make an amendment?,60 days of completion of the disposal,1 December Year 2 - one year from the actual filing date,11 January - within 9 months from the actual filing date,31 January during tax year and 31 July following tax year,31 January following end of the tax year,C,11 January - within 9 months from the actual filing date
MCQ_FR_FILE_TAXDEAD_010,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,10,What are the dates of Income Tax and Class 4 NICs payments on account?,30 April Year 2 - the quarter day following the first anniversary of the filing date,31 January during tax year and 31 July following tax year,31 January following end of the tax year,60 days of completion of the disposal,1 December Year 2 - one year from the actual filing date,B,31 January during tax year and 31 July following tax year
MCQ_FR_FILE_TAXDEAD_011,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,11,What is the payable date of any CGT (not residential property) or balancing payment?,31 January following end of the tax year,60 days of completion of the disposal,1 December Year 2 - one year from the actual filing date,30 April Year 2 - the quarter day following the first anniversary of the filing date,One year from the due filing date,A,31 January following end of the tax year
MCQ_FR_FILE_TAXDEAD_012,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,12,What is the payable date for disposal of residential property for CGT?,1 December Year 2 - one year from the actual filing date,30 April Year 2 - the quarter day following the first anniversary of the filing date,One year from the due filing date,9 months from the actual filing date,60 days of completion of the disposal,E,60 days of completion of the disposal
MCQ_FR_FILE_TAXDEAD_013,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,13,The return was filed on early on 1 December - what is the deadline for HMRC to give notice of a compliance check?,One year from the due filing date,9 months from the actual filing date,Quarter date following the first anniversary of the actual filing date,1 December Year 2 - one year from the actual filing date,30 April Year 2 - the quarter day following the first anniversary of the filing date,D,1 December Year 2 - one year from the actual filing date
MCQ_FR_FILE_TAXDEAD_014,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,14,The return was filed late on 1 March - what is the deadline for HMRC to give notice of a compliance check?,Quarter date following the first anniversary of the actual filing date,One year from the actual filing date,30 April Year 2 - the quarter day following the first anniversary of the filing date,One year from the due filing date,9 months from the actual filing date,C,30 April Year 2 - the quarter day following the first anniversary of the filing date
MCQ_FR_FILE_TAXDEAD_015,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,15,The tax payer wants to make an amendment to their return - is the deadline one year or nine months? Is it from the actual filing date or the due filing date?,"Must be made by 31 January, 22 months after end of tax year of the loss",One year from the due filing date,9 months from the actual filing date,Quarter date following the first anniversary of the actual filing date,One year from the actual filing date,B,One year from the due filing date
MCQ_FR_FILE_TAXDEAD_016,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,16,HMRC wants to make an amendment to a return - is the deadline one year or nine months? Is it from the actual filing date or the due filing date?,9 months from the actual filing date,Quarter date following the first anniversary of the actual filing date,One year from the actual filing date,"Must be made by 31 January, 22 months after end of tax year of the loss",Must be made within 4 years of end of tax year of the loss,A,9 months from the actual filing date
MCQ_FR_FILE_TAXDEAD_017,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,17,The return was filed late - what is HMRC's deadline to notify a compliance check?,One year from the actual filing date,"Must be made by 31 January, 22 months after end of tax year of the loss",Must be made within 4 years of end of tax year of the loss,Must be made within 4 years of end of last tax year of trading,Quarter date following the first anniversary of the actual filing date,E,Quarter date following the first anniversary of the actual filing date
MCQ_FR_FILE_TAXDEAD_018,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,18,The return was filed on time - what is HMRC's deadline to notify a compliance check?,Must be made within 4 years of end of tax year of the loss,Must be made within 4 years of end of last tax year of trading,"Must be made by 31 January, 22 months after end of tax year of the disposal",One year from the actual filing date,"Must be made by 31 January, 22 months after end of tax year of the loss",D,One year from the actual filing date
MCQ_FR_FILE_TAXDEAD_019,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,19,When must a claim be made by individuals for carry back or current period loss relief?,"Must be made by 31 January, 22 months after end of tax year of the disposal",Must be made within 4 years of the end of the tax year of the disposal,"Must be made by 31 January, 22 months after end of tax year of the loss",Must be made within 4 years of end of tax year of the loss,Must be made within 4 years of end of last tax year of trading,C,"Must be made by 31 January, 22 months after end of tax year of the loss"
MCQ_FR_FILE_TAXDEAD_020,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,20,When must a claim be made by individuals for carry forward loss relief?,Must be made within 4 years of the end of the tax year of the disposal,Must be made within 4 years of end of tax year of the loss,"Must be made by 31 January, 22 months after end of tax year of the loss",Must be made within 4 years of end of last tax year of trading,"Must be made by 31 January, 22 months after end of tax year of the disposal",B,Must be made within 4 years of end of tax year of the loss
MCQ_FR_FILE_TAXDEAD_021,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,21,When must a claim be made by an individual for Early Trading Loss Relief?,"Must be made by 31 January, 22 months after end of tax year of the loss",Must be made within 4 years of end of last tax year of trading,"Must be made by 31 January, 22 months after end of tax year of the disposal",Must be made within 4 years of the end of the tax year of the disposal,Must be made by the later of four years of the end of the tax year of the disposal or four years of the end of the disposal of the acquisition,A,"Must be made by 31 January, 22 months after end of tax year of the loss"
MCQ_FR_FILE_TAXDEAD_022,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,22,When must a claim be made by an individual for Terminal Loss Relief?,"Must be made by 31 January, 22 months after end of tax year of the disposal",Must be made within 4 years of the end of the tax year of the disposal,Must be made by the later of four years of the end of the tax year of the disposal or four years of the end of the disposal of the acquisition,Incorporation relief applies automatically but a claim can be made not to apply within 2 years of 31 January following the end of the tax year,Must be made within 4 years of end of last tax year of trading,E,Must be made within 4 years of end of last tax year of trading
MCQ_FR_FILE_TAXDEAD_023,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,23,When must a claim be made by an individual for Business Asset Disposal Relief?,Must be made by the later of four years of the end of the tax year of the disposal or four years of the end of the disposal of the acquisition,Incorporation relief applies automatically but a claim can be made not to apply within 2 years of 31 January following the end of the tax year,Must be made within 2 years of the end of accounting period of the loss made,"Must be made by 31 January, 22 months after end of tax year of the disposal",Must be made within 4 years of the end of the tax year of the disposal,D,"Must be made by 31 January, 22 months after end of tax year of the disposal"
MCQ_FR_FILE_TAXDEAD_024,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,24,When must a claim be made by an individual for Investor's Relief?,Incorporation relief applies automatically but a claim can be made not to apply within 2 years of 31 January following the end of the tax year,Must be made within 2 years of the end of accounting period of the loss made,"Must be made by 31 January, 22 months after end of tax year of the disposal",Must be made within 4 years of the end of the tax year of the disposal,Must be made by the later of four years of the end of the tax year of the disposal or four years of the end of the disposal of the acquisition,C,"Must be made by 31 January, 22 months after end of tax year of the disposal"
MCQ_FR_FILE_TAXDEAD_025,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,25,When must a joint claim be made for gift holdover relief?,Must be made within 2 years of the end of accounting period of the loss relieved,Must be made within 4 years of the end of the tax year of the disposal,Must be made by the later of four years of the end of the tax year of the disposal or four years of the end of the disposal of the acquisition,Incorporation relief applies automatically but a claim can be made not to apply within 2 years of 31 January following the end of the tax year,Must be made within 2 years of the end of accounting period of the loss made,B,Must be made within 4 years of the end of the tax year of the disposal
MCQ_FR_FILE_TAXDEAD_026,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,26,When must a joint claim be made for rollover relief?,Must be made by the later of four years of the end of the tax year of the disposal or four years of the end of the disposal of the acquisition,Incorporation relief applies automatically but a claim can be made not to apply within 2 years of 31 January following the end of the tax year,Must be made within 2 years of the end of accounting period of the loss made,Must be made within 2 years of the end of accounting period of the loss relieved,Must be made within 2 years of the end of the claimant company's profit making period,A,Must be made by the later of four years of the end of the tax year of the disposal or four years of the end of the disposal of the acquisition
MCQ_FR_FILE_TAXDEAD_027,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,27,When must a claim be made to not apply incorporation releif,Must be made within 2 years of the end of accounting period of the loss made,Must be made within 2 years of the end of accounting period of the loss relieved,Must be made within 2 years of the end of the claimant company's profit making period,Joint election within two years of end of disposing company's account period,Incorporation relief applies automatically but a claim can be made not to apply within 2 years of 31 January following the end of the tax year,E,Incorporation relief applies automatically but a claim can be made not to apply within 2 years of 31 January following the end of the tax year
MCQ_FR_FILE_TAXDEAD_028,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,28,When must a claim be made by a company for carry back or current period loss relief?,Must be made within 2 years of the end of the claimant company's profit making period,Joint election within two years of end of disposing company's account period,30 April after end of tax year,Must be made within 2 years of the end of accounting period of the loss made,Must be made within 2 years of the end of accounting period of the loss relieved,D,Must be made within 2 years of the end of accounting period of the loss made
MCQ_FR_FILE_TAXDEAD_029,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,29,When must a claim be made by a company to use and quantify amount of carry forward loss relief?,30 April after end of tax year,6 months from end of month of transfer,Must be made within 2 years of the end of accounting period of the loss relieved,Must be made within 2 years of the end of the claimant company's profit making period,Joint election within two years of end of disposing company's account period,C,Must be made within 2 years of the end of accounting period of the loss relieved
MCQ_FR_FILE_TAXDEAD_030,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,30,When must a claim be made by a group for current period or carry forward group relief?,6 months from end of month of death,Must be made within 2 years of the end of the claimant company's profit making period,Joint election within two years of end of disposing company's account period,30 April after end of tax year,6 months from end of month of transfer,B,Must be made within 2 years of the end of the claimant company's profit making period
MCQ_FR_FILE_TAXDEAD_031,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,31,When must a claim be made by a group to transfer group gains and losses?,Joint election within two years of end of disposing company's account period,30 April after end of tax year,6 months from end of month of transfer,6 months from end of month of death,6 months from end of month of death or on delivery of account by PR if earlier,A,Joint election within two years of end of disposing company's account period
MCQ_FR_FILE_TAXDEAD_032,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,32,What is the payment due date for lifetime transfers made 6 Apr - 30 Sept?,6 months from end of month of transfer,6 months from end of month of death,6 months from end of month of death or on delivery of account by PR if earlier,Fewer than 16 days in the UK during tax year,30 April after end of tax year,E,30 April after end of tax year
MCQ_FR_FILE_TAXDEAD_033,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,33,What is the payment due date for lifetime transfers made 1 Oct - 5 April?,6 months from end of month of death or on delivery of account by PR if earlier,Fewer than 16 days in the UK during tax year,Fewer than 46 days in UK during tax year and not resident during previous 3 tax years,6 months from end of month of transfer,6 months from end of month of death,D,6 months from end of month of transfer
MCQ_FR_FILE_TAXDEAD_034,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,34,What is the payment due date for the death tax on lifetime gifts?,Fewer than 46 days in UK during tax year and not resident during previous 3 tax years,Fewer than 91 days in UK during tax year and work full time overseas,6 months from end of month of death,6 months from end of month of death or on delivery of account by PR if earlier,Fewer than 16 days in the UK during tax year,C,6 months from end of month of death
MCQ_FR_FILE_TAXDEAD_035,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,35,What is the payment due date for the death tax on the death estate?,183 days or more in UK during tax year,6 months from end of month of death or on delivery of account by PR if earlier,Fewer than 16 days in the UK during tax year,Fewer than 46 days in UK during tax year and not resident during previous 3 tax years,Fewer than 91 days in UK during tax year and work full time overseas,B,6 months from end of month of death or on delivery of account by PR if earlier
MCQ_FR_FILE_TAXDEAD_036,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,36,Which of the following is an automatic overseas test?,Fewer than 16 days in the UK during tax year,Fewer than 46 days in UK during tax year and not resident during previous 3 tax years,Fewer than 91 days in UK during tax year and work full time overseas,183 days or more in UK during tax year,Only home in UK,A,Fewer than 16 days in the UK during tax year
MCQ_FR_FILE_TAXDEAD_037,Filing rules,filing_requirements,"Filing, payment and claims deadlines",mcq_radio,3,core,Y,deadlines;claims,user_supplied,1,TAXDEAD,MCQ_FR_FILE_TAXDEAD,37,Which of the following is an automatic overseas test?,Fewer than 91 days in UK during tax year and work full time overseas,183 days or more in UK during tax year,Only home in UK,Full time work in UK during tax year,Fewer than 46 days in UK during tax year and not resident during previous 3 tax years,E,Fewer than 46 days in UK during tax year and not resident during previous 3 tax years
